chromosome	start	end	strand	C%+G%	Obs/Exp	len	gene_id
chr20	gene	61703142	61704199	+	73.6	0.69	98.0	RP11-305P22.9
chr20	transcript	61703142	61704199	+	73.6	0.69	98.0	RP11-305P22.9
chr20	gene	61953907	61954457	+	65.64	0.69	41.0	COL20A1
chr20	transcript	61953907	61954457	+	65.64	0.69	41.0	COL20A1
chr20	gene	61992854	61993600	+	69.03	0.6	53.0	RP11-261N11.8
chr20	transcript	61992854	61993600	+	69.03	0.6	53.0	RP11-261N11.8
chr20	gene	62187126	62187954	+	64.86	0.69	60.0	C20orf195
chr20	transcript	62187126	62187954	+	64.86	0.69	60.0	C20orf195
chr20	exon	62187126	62187954	+	64.86	0.69	60.0	C20orf195
chr20	CDS	62187126	62187954	+	64.86	0.69	60.0	C20orf195
chr20	gene	62298215	62298883	+	57.19	0.65	35.0	RTEL1
chr20	transcript	62298215	62298883	+	57.19	0.65	35.0	RTEL1
chr20	gene	62298215	62298883	+	57.19	0.65	35.0	RTEL1-TNFRSF6B
chr20	transcript	62298215	62298883	+	57.19	0.65	35.0	RTEL1-TNFRSF6B
chr20	gene	62301040	62302036	+	55.82	0.65	49.0	RTEL1
chr20	transcript	62301040	62302036	+	55.82	0.65	49.0	RTEL1
chr20	gene	62301040	62302036	+	55.82	0.65	49.0	RTEL1-TNFRSF6B
chr20	transcript	62301040	62302036	+	55.82	0.65	49.0	RTEL1-TNFRSF6B
chr20	gene	62327940	62328588	+	70.06	0.68	54.0	RTEL1-TNFRSF6B
chr20	transcript	62327940	62328588	+	70.06	0.68	54.0	RTEL1-TNFRSF6B
chr20	gene	62363476	62363985	+	56.58	0.94	26.0	ZGPAT
chr20	transcript	62363476	62363985	+	56.58	0.94	26.0	ZGPAT
chr20	gene	62363476	62363985	+	56.58	0.94	26.0	RP4-583P15.15
chr20	transcript	62363476	62363985	+	56.58	0.94	26.0	RP4-583P15.15
chr20	gene	62444166	62444696	+	50.19	0.6	20.0	RP4-583P15.11
chr20	transcript	62444166	62444696	+	50.19	0.6	20.0	RP4-583P15.11
chr20	gene	62497481	62498105	+	54.65	0.62	29.0	TPD52L2
chr20	transcript	62497481	62498105	+	54.65	0.62	29.0	TPD52L2
chr20	gene	62498227	62499004	+	50.32	0.63	31.0	TPD52L2
chr20	transcript	62498227	62499004	+	50.32	0.63	31.0	TPD52L2
chr20	gene	62517458	62518332	+	59.5	0.66	51.0	TPD52L2
chr20	transcript	62517458	62518332	+	59.5	0.66	51.0	TPD52L2
chr20	gene	62550585	62551996	+	67.12	0.65	102.0	DNAJC5
chr20	transcript	62550585	62551996	+	67.12	0.65	102.0	DNAJC5
chr20	gene	62560274	62561166	+	63.34	0.74	66.0	DNAJC5
chr20	transcript	62560274	62561166	+	63.34	0.74	66.0	DNAJC5
chr20	gene	62648318	62649062	+	66.67	0.69	57.0	PRPF6
chr20	transcript	62648318	62649062	+	66.67	0.69	57.0	PRPF6
chr20	gene	62657240	62657911	+	61.1	0.6	37.0	PRPF6
chr20	transcript	62657240	62657911	+	61.1	0.6	37.0	PRPF6
chr20	gene	62669305	62670789	+	71.83	0.81	156.0	LINC00176
chr20	gene	62693943	62695283	+	71.72	0.78	135.0	TCEA2
chr20	transcript	62693943	62695283	+	71.72	0.78	135.0	TCEA2
chr20	gene	62714668	62715783	+	74.17	0.89	135.0	OPRL1
chr20	transcript	62714668	62715783	+	74.17	0.89	135.0	OPRL1
chr20	gene	62718473	62719017	+	53.31	1.16	44.0	OPRL1
chr20	transcript	62718473	62719017	+	53.31	1.16	44.0	OPRL1
chr20	gene	62729209	62730204	+	63.22	0.6	59.0	OPRL1
chr20	transcript	62729209	62730204	+	63.22	0.6	59.0	OPRL1
chr20	gene	62793320	62794116	+	55.28	0.69	42.0	MYT1
chr20	transcript	62793320	62794116	+	55.28	0.69	42.0	MYT1
chr20	gene	62809555	62810658	+	55.12	0.77	64.0	MYT1
chr20	transcript	62809555	62810658	+	55.12	0.77	64.0	MYT1
chr20	gene	62818070	62818893	+	59.9	0.84	62.0	MYT1
chr20	transcript	62818070	62818893	+	59.9	0.84	62.0	MYT1
chr20	gene	62900969	62901949	+	61.33	1.04	66.0	PCMTD2
chr20	transcript	62900969	62901949	+	61.33	1.04	66.0	PCMTD2
chr20	gene	62917442	62918012	+	70.18	0.81	56.0	PCMTD2
chr20	transcript	62917442	62918012	+	70.18	0.81	56.0	PCMTD2
chr20	gene	257442	259345	-	50.92	0.77	86.0	C20orf96
chr20	transcript	257442	259345	-	50.92	0.77	86.0	C20orf96
chr20	gene	270514	271097	-	51.63	0.6	22.0	C20orf96
chr20	transcript	270514	271097	-	51.63	0.6	22.0	C20orf96
chr20	gene	306505	307049	-	53.31	1.16	44.0	RP5-1103G7.4
chr20	transcript	306505	307049	-	53.31	1.16	44.0	RP5-1103G7.4
chr20	gene	309739	310854	-	74.17	0.89	135.0	RP5-1103G7.4
chr20	transcript	309739	310854	-	74.17	0.89	135.0	RP5-1103G7.4
chr20	gene	313335	314872	-	71.37	0.7	137.0	RP5-1103G7.4
chr20	transcript	313335	314872	-	71.37	0.7	137.0	RP5-1103G7.4
chr20	gene	423777	424868	-	77.82	0.91	148.0	TBC1D20
chr20	transcript	423777	424868	-	77.82	0.91	148.0	TBC1D20
chr20	gene	430951	431924	-	66.08	0.63	67.0	TBC1D20
chr20	transcript	430951	431924	-	66.08	0.63	67.0	TBC1D20
chr20	gene	437303	438750	-	70.21	0.84	149.0	TBC1D20
chr20	transcript	437303	438750	-	70.21	0.84	149.0	TBC1D20
chr20	gene	464356	465248	-	63.34	0.74	66.0	CSNK2A1
chr20	transcript	464356	465248	-	63.34	0.74	66.0	CSNK2A1
chr20	gene	473526	474937	-	67.12	0.65	102.0	CSNK2A1
chr20	transcript	473526	474937	-	67.12	0.65	102.0	CSNK2A1
chr20	gene	498353	499910	-	70.07	0.9	170.0	CSNK2A1
chr20	transcript	498353	499910	-	70.07	0.9	170.0	CSNK2A1
chr20	gene	507190	508064	-	59.5	0.66	51.0	CSNK2A1
chr20	transcript	507190	508064	-	59.5	0.66	51.0	CSNK2A1
chr20	gene	584842	586794	-	62.55	0.63	120.0	TCF15
chr20	transcript	584842	586794	-	62.55	0.63	120.0	TCF15
chr20	gene	641164	641900	-	69.7	0.65	58.0	RP5-850E9.3
chr20	transcript	641164	641900	-	69.7	0.65	58.0	RP5-850E9.3
chr20	gene	642039	642564	-	73.9	0.62	41.0	RP5-850E9.3
chr20	transcript	642039	642564	-	73.9	0.62	41.0	RP5-850E9.3
chr20	gene	650312	650892	-	58.28	0.62	30.0	RP5-850E9.3
chr20	transcript	650312	650892	-	58.28	0.62	30.0	RP5-850E9.3
chr20	gene	650312	650892	-	58.28	0.62	30.0	SCRT2
chr20	transcript	650312	650892	-	58.28	0.62	30.0	SCRT2
chr20	gene	653165	655229	-	77.37	0.82	252.0	RP5-850E9.3
chr20	transcript	653165	655229	-	77.37	0.82	252.0	RP5-850E9.3
chr20	gene	653165	655229	-	77.37	0.82	252.0	SCRT2
chr20	transcript	653165	655229	-	77.37	0.82	252.0	SCRT2
chr20	gene	871970	875276	-	70.15	0.67	270.0	ANGPT4
chr20	transcript	871970	875276	-	70.15	0.67	270.0	ANGPT4
chr20	gene	885558	886110	-	55.07	0.8	33.0	ANGPT4
chr20	transcript	885558	886110	-	55.07	0.8	33.0	ANGPT4
chr20	gene	893825	895411	-	73.14	0.72	153.0	ANGPT4
chr20	transcript	893825	895411	-	73.14	0.72	153.0	ANGPT4
chr20	gene	981937	982508	-	63.22	0.74	41.0	RSPO4
chr20	transcript	981937	982508	-	63.22	0.74	41.0	RSPO4
chr20	gene	1349704	1350847	-	65.79	0.75	90.0	FKBP1A
chr20	transcript	1349704	1350847	-	65.79	0.75	90.0	FKBP1A
chr20	gene	1357051	1357813	-	54.46	0.62	35.0	FKBP1A
chr20	transcript	1357051	1357813	-	54.46	0.62	35.0	FKBP1A
chr20	gene	1358966	1359761	-	62.52	0.68	53.0	FKBP1A
chr20	transcript	1358966	1359761	-	62.52	0.68	53.0	FKBP1A
chr20	gene	1360541	1361091	-	56.18	0.62	27.0	FKBP1A
chr20	transcript	1360541	1361091	-	56.18	0.62	27.0	FKBP1A
chr20	gene	1363617	1365711	-	65.71	0.64	144.0	FKBP1A
chr20	transcript	1363617	1365711	-	65.71	0.64	144.0	FKBP1A
chr20	gene	1365882	1366452	-	62.46	0.64	34.0	FKBP1A
chr20	transcript	1365882	1366452	-	62.46	0.64	34.0	FKBP1A
chr20	gene	1428982	1429527	-	58.53	0.64	30.0	NSFL1C
chr20	transcript	1428982	1429527	-	58.53	0.64	30.0	NSFL1C
chr20	gene	1436000	1436676	-	58.14	0.71	39.0	NSFL1C
chr20	transcript	1436000	1436676	-	58.14	0.71	39.0	NSFL1C
chr20	gene	1455560	1457168	-	67.35	0.93	169.0	SIRPB2
chr20	transcript	1455560	1457168	-	67.35	0.93	169.0	SIRPB2
chr20	gene	1457312	1458214	-	55.76	0.61	42.0	SIRPB2
chr20	transcript	1457312	1458214	-	55.76	0.61	42.0	SIRPB2
chr20	gene	1464567	1465257	-	61.74	0.82	54.0	SIRPB2
chr20	transcript	1464567	1465257	-	61.74	0.82	54.0	SIRPB2
chr20	gene	1467307	1468521	-	69.85	0.97	142.0	SIRPB2
chr20	transcript	1467307	1468521	-	69.85	0.97	142.0	SIRPB2
chr20	gene	1511329	1512621	-	55.57	0.73	73.0	RP4-576H24.2
chr20	transcript	1511329	1512621	-	55.57	0.73	73.0	RP4-576H24.2
chr20	gene	1512728	1513300	-	70.1	0.6	42.0	RP4-576H24.2
chr20	transcript	1512728	1513300	-	70.1	0.6	42.0	RP4-576H24.2
chr20	gene	1514161	1515016	-	68.54	0.89	89.0	RP4-576H24.2
chr20	transcript	1514161	1515016	-	68.54	0.89	89.0	RP4-576H24.2
chr20	gene	1531493	1533566	-	72.74	0.91	247.0	RP4-576H24.2
chr20	transcript	1531493	1533566	-	72.74	0.91	247.0	RP4-576H24.2
chr20	gene	1531493	1533566	-	72.74	0.91	247.0	SIRPD
chr20	transcript	1531493	1533566	-	72.74	0.91	247.0	SIRPD
chr20	gene	1531493	1533566	-	72.74	0.91	247.0	RP4-576H24.4
chr20	transcript	1531493	1533566	-	72.74	0.91	247.0	RP4-576H24.4
chr20	gene	1557397	1558072	-	65.93	0.61	45.0	RP4-576H24.4
chr20	transcript	1557397	1558072	-	65.93	0.61	45.0	RP4-576H24.4
chr20	gene	1557397	1558072	-	65.93	0.61	45.0	SIRPB1
chr20	transcript	1557397	1558072	-	65.93	0.61	45.0	SIRPB1
chr20	gene	1576197	1577941	-	72.42	0.72	165.0	RP4-576H24.4
chr20	transcript	1576197	1577941	-	72.42	0.72	165.0	RP4-576H24.4
chr20	gene	1576197	1577941	-	72.42	0.72	165.0	SIRPB1
chr20	transcript	1576197	1577941	-	72.42	0.72	165.0	SIRPB1
chr20	gene	1588105	1590143	-	70.9	0.69	176.0	RP4-576H24.4
chr20	transcript	1588105	1590143	-	70.9	0.69	176.0	RP4-576H24.4
chr20	gene	1588105	1590143	-	70.9	0.69	176.0	SIRPB1
chr20	transcript	1588105	1590143	-	70.9	0.69	176.0	SIRPB1
chr20	gene	1597242	1597853	-	80.52	0.92	91.0	RP4-576H24.4
chr20	transcript	1597242	1597853	-	80.52	0.92	91.0	RP4-576H24.4
chr20	gene	1597242	1597853	-	80.52	0.92	91.0	SIRPB1
chr20	transcript	1597242	1597853	-	80.52	0.92	91.0	SIRPB1
chr20	gene	1598026	1600035	-	62.57	0.88	173.0	RP4-576H24.4
chr20	transcript	1598026	1600035	-	62.57	0.88	173.0	RP4-576H24.4
chr20	gene	1598026	1600035	-	62.57	0.88	173.0	SIRPB1
chr20	transcript	1598026	1600035	-	62.57	0.88	173.0	SIRPB1
chr20	gene	1684117	1685848	-	71.52	0.81	179.0	SIRPB3P
chr20	transcript	1684117	1685848	-	71.52	0.81	179.0	SIRPB3P
chr20	gene	1750604	1752467	-	71.55	0.81	191.0	RP4-673D20.3
chr20	transcript	1750604	1752467	-	71.55	0.81	191.0	RP4-673D20.3
chr20	gene	2469609	2471054	-	64.98	0.68	104.0	RP4-734P14.4
chr20	transcript	2469609	2471054	-	64.98	0.68	104.0	RP4-734P14.4
chr20	gene	2469609	2471054	-	64.98	0.68	104.0	ZNF343
chr20	transcript	2469609	2471054	-	64.98	0.68	104.0	ZNF343
chr20	gene	2471726	2472532	-	66.0	0.73	63.0	RP4-734P14.4
chr20	transcript	2471726	2472532	-	66.0	0.73	63.0	RP4-734P14.4
chr20	gene	2471726	2472532	-	66.0	0.73	63.0	ZNF343
chr20	transcript	2471726	2472532	-	66.0	0.73	63.0	ZNF343
chr20	gene	2478738	2480313	-	53.46	0.73	81.0	RP4-734P14.4
chr20	transcript	2478738	2480313	-	53.46	0.73	81.0	RP4-734P14.4
chr20	gene	2478738	2480313	-	53.46	0.73	81.0	ZNF343
chr20	transcript	2478738	2480313	-	53.46	0.73	81.0	ZNF343
chr20	gene	2482004	2482532	-	50.76	0.6	20.0	RP4-734P14.4
chr20	transcript	2482004	2482532	-	50.76	0.6	20.0	RP4-734P14.4
chr20	gene	2482004	2482532	-	50.76	0.6	20.0	ZNF343
chr20	transcript	2482004	2482532	-	50.76	0.6	20.0	ZNF343
chr20	gene	2484404	2485446	-	70.15	0.6	75.0	RP4-734P14.4
chr20	transcript	2484404	2485446	-	70.15	0.6	75.0	RP4-734P14.4
chr20	gene	2484404	2485446	-	70.15	0.6	75.0	ZNF343
chr20	transcript	2484404	2485446	-	70.15	0.6	75.0	ZNF343
chr20	gene	3097550	3098167	-	51.86	0.72	30.0	UBOX5
chr20	transcript	3097550	3098167	-	51.86	0.72	30.0	UBOX5
chr20	gene	3152146	3152751	-	56.53	0.69	33.0	LZTS3
chr20	transcript	3152146	3152751	-	56.53	0.69	33.0	LZTS3
chr20	gene	3174712	3175238	-	58.17	0.63	23.0	DDRGK1
chr20	transcript	3174712	3175238	-	58.17	0.63	23.0	DDRGK1
chr20	gene	4844566	4845713	-	67.39	0.83	108.0	SLC23A2
chr20	transcript	4844566	4845713	-	67.39	0.83	108.0	SLC23A2
chr20	gene	4872350	4873444	-	71.85	0.78	110.0	SLC23A2
chr20	transcript	4872350	4873444	-	71.85	0.78	110.0	SLC23A2
chr20	gene	4912584	4913110	-	56.65	0.67	28.0	SLC23A2
chr20	transcript	4912584	4913110	-	56.65	0.67	28.0	SLC23A2
chr20	gene	5417477	5418476	-	67.67	0.9	103.0	LINC00658
chr20	transcript	5417477	5418476	-	67.67	0.9	103.0	LINC00658
chr20	gene	5442926	5444290	-	72.14	0.62	109.0	LINC00658
chr20	transcript	5442926	5444290	-	72.14	0.62	109.0	LINC00658
chr20	gene	5557680	5562019	-	71.56	0.92	508.0	GPCPD1
chr20	transcript	5557680	5562019	-	71.56	0.92	508.0	GPCPD1
chr20	gene	6060369	6061523	-	67.59	0.86	112.0	FERMT1
chr20	transcript	6060369	6061523	-	67.59	0.86	112.0	FERMT1
chr20	gene	7183010	7185305	-	68.8	0.77	210.0	RP4-764O22.2
chr20	transcript	7183010	7185305	-	68.8	0.77	210.0	RP4-764O22.2
chr20	gene	7185438	7186234	-	59.05	0.86	60.0	RP4-764O22.2
chr20	transcript	7185438	7186234	-	59.05	0.86	60.0	RP4-764O22.2
chr20	gene	7864589	7865162	-	55.85	0.69	31.0	HAO1
chr20	transcript	7864589	7865162	-	55.85	0.69	31.0	HAO1
chr20	gene	7981588	7982283	-	62.73	0.89	61.0	TMX4
chr20	transcript	7981588	7982283	-	62.73	0.89	61.0	TMX4
chr20	gene	10200363	10201241	-	67.88	0.82	82.0	SNAP25-AS1
chr20	transcript	10200363	10201241	-	67.88	0.82	82.0	SNAP25-AS1
chr20	gene	10234535	10236291	-	66.4	0.72	137.0	SNAP25-AS1
chr20	transcript	10234535	10236291	-	66.4	0.72	137.0	SNAP25-AS1
chr20	gene	10649224	10649786	-	57.83	0.84	39.0	JAG1
chr20	transcript	10649224	10649786	-	57.83	0.84	39.0	JAG1
chr20	gene	12865984	12866651	-	76.16	0.86	80.0	RP5-1069C8.2
chr20	transcript	12865984	12866651	-	76.16	0.86	80.0	RP5-1069C8.2
chr20	gene	12884779	12885876	-	66.36	0.73	85.0	RP5-1069C8.2
chr20	transcript	12884779	12885876	-	66.36	0.73	85.0	RP5-1069C8.2
chr20	gene	12915994	12916726	-	61.2	0.67	46.0	RP5-1069C8.2
chr20	transcript	12915994	12916726	-	61.2	0.67	46.0	RP5-1069C8.2
chr20	gene	13384846	13386450	-	71.57	0.85	172.0	TASP1
chr20	transcript	13384846	13386450	-	71.57	0.85	172.0	TASP1
chr20	gene	13398623	13399458	-	67.43	0.95	90.0	TASP1
chr20	transcript	13398623	13399458	-	67.43	0.95	90.0	TASP1
chr20	gene	13404023	13405188	-	65.84	0.63	79.0	TASP1
chr20	transcript	13404023	13405188	-	65.84	0.63	79.0	TASP1
chr20	gene	13448993	13450204	-	61.6	0.78	89.0	TASP1
chr20	transcript	13448993	13450204	-	61.6	0.78	89.0	TASP1
chr20	gene	13450329	13451018	-	58.64	0.85	50.0	TASP1
chr20	transcript	13450329	13451018	-	58.64	0.85	50.0	TASP1
chr20	gene	13477534	13478637	-	75.7	0.94	141.0	TASP1
chr20	transcript	13477534	13478637	-	75.7	0.94	141.0	TASP1
chr20	gene	13561516	13562152	-	53.14	0.65	29.0	TASP1
chr20	transcript	13561516	13562152	-	53.14	0.65	29.0	TASP1
chr20	gene	13567864	13568384	-	52.12	0.91	32.0	TASP1
chr20	transcript	13567864	13568384	-	52.12	0.91	32.0	TASP1
chr20	gene	13613299	13614152	-	73.27	0.85	97.0	TASP1
chr20	transcript	13613299	13614152	-	73.27	0.85	97.0	TASP1
chr20	gene	13701179	13701686	-	54.64	0.69	25.0	ESF1
chr20	transcript	13701179	13701686	-	54.64	0.69	25.0	ESF1
chr20	gene	13898086	13898904	-	68.83	0.87	84.0	SEL1L2
chr20	transcript	13898086	13898904	-	68.83	0.87	84.0	SEL1L2
chr20	gene	14866943	14867536	-	50.59	0.69	26.0	MACROD2-AS1
chr20	transcript	14866943	14867536	-	50.59	0.69	26.0	MACROD2-AS1
chr20	gene	16423249	16423990	-	55.33	0.62	35.0	KIF16B
chr20	transcript	16423249	16423990	-	55.33	0.62	35.0	KIF16B
chr20	gene	16424094	16424662	-	54.05	0.6	25.0	KIF16B
chr20	transcript	16424094	16424662	-	54.05	0.6	25.0	KIF16B
chr20	gene	16445284	16445815	-	67.23	0.62	37.0	KIF16B
chr20	transcript	16445284	16445815	-	67.23	0.62	37.0	KIF16B
chr20	gene	17478337	17478845	-	56.3	0.62	25.0	BFSP1
chr20	transcript	17478337	17478845	-	56.3	0.62	25.0	BFSP1
chr20	gene	17500734	17502424	-	62.25	0.86	140.0	BFSP1
chr20	transcript	17500734	17502424	-	62.25	0.86	140.0	BFSP1
chr20	gene	17990055	17991422	-	66.35	0.7	104.0	OVOL2
chr20	transcript	17990055	17991422	-	66.35	0.7	104.0	OVOL2
chr20	gene	18032204	18033023	-	66.91	0.73	67.0	OVOL2
chr20	transcript	18032204	18033023	-	66.91	0.73	67.0	OVOL2
chr20	gene	18304598	18305201	-	72.47	0.65	51.0	RP4-568F9.6
chr20	transcript	18304598	18305201	-	72.47	0.65	51.0	RP4-568F9.6
chr20	exon	18304598	18305201	-	72.47	0.65	51.0	RP4-568F9.6
chr20	gene	18306708	18308059	-	65.06	1.04	148.0	RP4-568F9.6
chr20	transcript	18306708	18308059	-	65.06	1.04	148.0	RP4-568F9.6
chr20	gene	18337790	18339484	-	66.41	0.76	142.0	RP4-568F9.6
chr20	transcript	18337790	18339484	-	66.41	0.76	142.0	RP4-568F9.6
chr20	gene	18364573	18365374	-	68.41	0.73	68.0	DZANK1
chr20	transcript	18364573	18365374	-	68.41	0.73	68.0	DZANK1
chr20	gene	18366056	18368130	-	66.49	0.66	152.0	DZANK1
chr20	transcript	18366056	18368130	-	66.49	0.66	152.0	DZANK1
chr20	gene	18373942	18375497	-	66.05	0.62	100.0	DZANK1
chr20	transcript	18373942	18375497	-	66.05	0.62	100.0	DZANK1
chr20	gene	18382383	18383643	-	66.35	0.75	103.0	DZANK1
chr20	transcript	18382383	18383643	-	66.35	0.75	103.0	DZANK1
chr20	gene	18385533	18386513	-	63.47	0.8	79.0	DZANK1
chr20	transcript	18385533	18386513	-	63.47	0.8	79.0	DZANK1
chr20	gene	18422847	18423432	-	54.02	0.64	27.0	DZANK1
chr20	transcript	18422847	18423432	-	54.02	0.64	27.0	DZANK1
chr20	gene	18424214	18425716	-	65.51	0.8	128.0	DZANK1
chr20	transcript	18424214	18425716	-	65.51	0.8	128.0	DZANK1
chr20	gene	20480310	20482766	-	68.85	0.79	229.0	RALGAPA2
chr20	transcript	20480310	20482766	-	68.85	0.79	229.0	RALGAPA2
chr20	gene	20581928	20582473	-	58.9	0.81	38.0	RALGAPA2
chr20	transcript	20581928	20582473	-	58.9	0.81	38.0	RALGAPA2
chr20	gene	22397445	22398722	-	65.62	0.88	120.0	RP5-1004I9.1
chr20	transcript	22397445	22398722	-	65.62	0.88	120.0	RP5-1004I9.1
chr20	gene	23367109	23368531	-	69.97	0.88	153.0	NAPB
chr20	transcript	23367109	23368531	-	69.97	0.88	153.0	NAPB
chr20	gene	25346399	25347138	-	65.09	0.88	69.0	ABHD12
chr20	transcript	25346399	25347138	-	65.09	0.88	69.0	ABHD12
chr20	gene	25433919	25435171	-	60.06	0.77	87.0	NINL
chr20	transcript	25433919	25435171	-	60.06	0.77	87.0	NINL
chr20	gene	25441100	25441700	-	57.67	0.9	44.0	NINL
chr20	transcript	25441100	25441700	-	57.67	0.9	44.0	NINL
chr20	gene	25469686	25471423	-	63.27	0.87	151.0	NINL
chr20	transcript	25469686	25471423	-	63.27	0.87	151.0	NINL
chr20	gene	25485089	25485652	-	50.62	0.68	24.0	NINL
chr20	transcript	25485089	25485652	-	50.62	0.68	24.0	NINL
chr20	gene	25502379	25502924	-	65.32	0.67	37.0	NINL
chr20	transcript	25502379	25502924	-	65.32	0.67	37.0	NINL
chr20	gene	25665668	25666611	-	60.66	0.65	56.0	ZNF337
chr20	transcript	25665668	25666611	-	60.66	0.65	56.0	ZNF337
chr20	gene	25667241	25669699	-	60.17	0.82	183.0	ZNF337
chr20	transcript	25667241	25669699	-	60.17	0.82	183.0	ZNF337
chr20	gene	25671238	25673846	-	64.69	0.77	207.0	ZNF337
chr20	transcript	25671238	25673846	-	64.69	0.77	207.0	ZNF337
chr20	gene	25749982	25750974	-	58.67	0.68	57.0	FAM182B
chr20	transcript	25749982	25750974	-	58.67	0.68	57.0	FAM182B
chr20	gene	29560876	29561423	-	70.57	0.86	56.0	RP4-610C12.1
chr20	transcript	29560876	29561423	-	70.57	0.86	56.0	RP4-610C12.1
chr20	gene	29564399	29565118	-	67.04	0.72	58.0	RP4-610C12.1
chr20	transcript	29564399	29565118	-	67.04	0.72	58.0	RP4-610C12.1
chr20	gene	29594382	29594967	-	57.61	0.7	34.0	RP4-610C12.1
chr20	transcript	29594382	29594967	-	57.61	0.7	34.0	RP4-610C12.1
chr20	gene	30442931	30444983	-	66.18	0.76	169.0	DUSP15
chr20	transcript	30442931	30444983	-	66.18	0.76	169.0	DUSP15
chr20	gene	31036062	31036724	-	59.37	0.85	49.0	C20orf112
chr20	transcript	31036062	31036724	-	59.37	0.85	49.0	C20orf112
chr20	gene	31047968	31048967	-	69.97	0.65	80.0	C20orf112
chr20	transcript	31047968	31048967	-	69.97	0.65	80.0	C20orf112
chr20	gene	31321652	31322706	-	67.27	0.61	73.0	COMMD7
chr20	transcript	31321652	31322706	-	67.27	0.61	73.0	COMMD7
chr20	gene	31952724	31955362	-	72.25	0.76	260.0	CDK5RAP1
chr20	transcript	31952724	31955362	-	72.25	0.76	260.0	CDK5RAP1
chr20	gene	32246979	32248087	-	69.4	0.74	99.0	NECAB3
chr20	transcript	32246979	32248087	-	69.4	0.74	99.0	NECAB3
chr20	gene	32382917	32383434	-	52.03	0.81	28.0	RP4-553F4.6
chr20	transcript	32382917	32383434	-	52.03	0.81	28.0	RP4-553F4.6
chr20	gene	32384509	32385874	-	63.52	0.7	92.0	RP4-553F4.6
chr20	transcript	32384509	32385874	-	63.52	0.7	92.0	RP4-553F4.6
chr20	gene	32575535	32576682	-	67.83	0.65	85.0	RP5-1125A11.1
chr20	transcript	32575535	32576682	-	67.83	0.65	85.0	RP5-1125A11.1
chr20	gene	32698005	32698735	-	56.16	0.92	53.0	EIF2S2
chr20	transcript	32698005	32698735	-	56.16	0.92	53.0	EIF2S2
chr20	gene	32823408	32824061	-	53.29	0.76	35.0	RP4-785G19.5
chr20	transcript	32823408	32824061	-	53.29	0.76	35.0	RP4-785G19.5
chr20	gene	32824589	32825405	-	57.97	0.6	41.0	RP4-785G19.5
chr20	transcript	32824589	32825405	-	57.97	0.6	41.0	RP4-785G19.5
chr20	gene	32828797	32829606	-	60.82	0.67	50.0	RP4-785G19.5
chr20	transcript	32828797	32829606	-	60.82	0.67	50.0	RP4-785G19.5
chr20	gene	32831441	32832667	-	64.44	0.85	108.0	RP4-785G19.5
chr20	transcript	32831441	32832667	-	64.44	0.85	108.0	RP4-785G19.5
chr20	gene	32833248	32834431	-	56.3	0.72	67.0	RP4-785G19.5
chr20	transcript	32833248	32834431	-	56.3	0.72	67.0	RP4-785G19.5
chr20	gene	32836436	32837155	-	53.55	0.66	33.0	RP4-785G19.5
chr20	transcript	32836436	32837155	-	53.55	0.66	33.0	RP4-785G19.5
chr20	gene	32844566	32845402	-	52.75	0.68	39.0	RP4-785G19.5
chr20	transcript	32844566	32845402	-	52.75	0.68	39.0	RP4-785G19.5
chr20	gene	32849247	32850064	-	66.83	0.86	77.0	RP4-785G19.5
chr20	transcript	32849247	32850064	-	66.83	0.86	77.0	RP4-785G19.5
chr20	gene	32850213	32851106	-	53.08	0.81	51.0	RP4-785G19.5
chr20	transcript	32850213	32851106	-	53.08	0.81	51.0	RP4-785G19.5
chr20	gene	32863898	32865134	-	64.0	0.66	83.0	RP4-785G19.5
chr20	transcript	32863898	32865134	-	64.0	0.66	83.0	RP4-785G19.5
chr20	gene	32882979	32883483	-	54.17	0.6	22.0	AHCY
chr20	transcript	32882979	32883483	-	54.17	0.6	22.0	AHCY
chr20	gene	32890229	32891226	-	54.86	0.71	53.0	AHCY
chr20	transcript	32890229	32891226	-	54.86	0.71	53.0	AHCY
chr20	gene	36766985	36767492	-	56.41	0.67	27.0	TGM2
chr20	transcript	36766985	36767492	-	56.41	0.67	27.0	TGM2
chr20	gene	36793101	36793732	-	62.76	0.71	44.0	TGM2
chr20	transcript	36793101	36793732	-	62.76	0.71	44.0	TGM2
chr20	gene	37034705	37035345	-	59.22	0.72	39.0	RP4-564F22.5
chr20	transcript	37034705	37035345	-	59.22	0.72	39.0	RP4-564F22.5
chr20	gene	37052535	37053671	-	56.51	0.61	55.0	SNHG17
chr20	transcript	37052535	37053671	-	56.51	0.61	55.0	SNHG17
chr20	gene	37057039	37057806	-	62.58	0.6	45.0	SNHG17
chr20	transcript	37057039	37057806	-	62.58	0.6	45.0	SNHG17
chr20	exon	37057039	37057806	-	62.58	0.6	45.0	SNHG17
chr20	gene	37059381	37059994	-	64.6	0.66	42.0	SNHG17
chr20	transcript	37059381	37059994	-	64.6	0.66	42.0	SNHG17
chr20	gene	37848493	37849557	-	70.02	0.71	93.0	RP4-705O1.1
chr20	transcript	37848493	37849557	-	70.02	0.71	93.0	RP4-705O1.1
chr20	gene	39993303	39994761	-	63.58	0.64	93.0	EMILIN3
chr20	transcript	39993303	39994761	-	63.58	0.64	93.0	EMILIN3
