chromosome	feature	start	end	strand	C%+G%	Obs/Exp	CGcount	methyl%	gene
chr17	transcript	78865923	78866445	+	59.39	0.63	29.0	0.0	RPTOR
chr17	gene	78921457	78922274	+	60.34	0.61	45.0	0.08889	RPTOR
chr17	transcript	78921457	78922274	+	60.34	0.61	45.0	0.08889	RPTOR
chr17	gene	78937040	78938397	+	69.93	0.62	98.0	0.03401	RPTOR
chr17	transcript	78937040	78938397	+	69.93	0.62	98.0	0.03401	RPTOR
chr17	gene	78965417	78966818	+	68.81	0.99	163.0	0.0	CHMP6
chr17	transcript	78965417	78966818	+	68.81	0.99	163.0	0.0	CHMP6
chr17	gene	78976974	78978448	+	65.4	0.73	114.0	0.01961	CHMP6
chr17	transcript	78976974	78978448	+	65.4	0.73	114.0	0.01961	CHMP6
chr17	gene	78979026	78979560	+	54.68	0.66	26.0	0.07051	CHMP6
chr17	transcript	78979026	78979560	+	54.68	0.66	26.0	0.07051	CHMP6
chr17	gene	79030183	79030827	+	57.14	0.72	38.0	0.0	BAIAP2
chr17	transcript	79030183	79030827	+	57.14	0.72	38.0	0.0	BAIAP2
chr17	gene	79045375	79045924	+	63.93	0.62	34.0	0.03922	BAIAP2
chr17	transcript	79045375	79045924	+	63.93	0.62	34.0	0.03922	BAIAP2
chr17	gene	79048099	79048692	+	56.16	0.94	39.0	0.0	BAIAP2
chr17	transcript	79048099	79048692	+	56.16	0.94	39.0	0.0	BAIAP2
chr17	gene	79139457	79140591	+	74.78	0.76	114.0	0.08662	AATK-AS1
chr17	transcript	79139457	79140591	+	74.78	0.76	114.0	0.08662	AATK-AS1
chr17	gene	79369640	79371610	+	67.06	0.9	199.0	0.0	RP11-1055B8.6
chr17	transcript	79369640	79371610	+	67.06	0.9	199.0	0.0	RP11-1055B8.6
chr17	gene	79372010	79374743	+	68.5	0.83	265.0	0.02838	RP11-1055B8.6
chr17	gene	79425848	79426380	+	67.86	0.63	38.0	0.0	RP11-1055B8.7
chr17	transcript	79425848	79426380	+	67.86	0.63	38.0	0.0	RP11-1055B8.7
chr17	gene	79427931	79429136	+	69.71	0.64	93.0	0.0	RP11-1055B8.7
chr17	transcript	79427931	79429136	+	69.71	0.64	93.0	0.0	RP11-1055B8.7
chr17	gene	79430418	79431138	+	67.92	0.64	53.0	0.0	RP11-1055B8.7
chr17	transcript	79430418	79431138	+	67.92	0.64	53.0	0.0	RP11-1055B8.7
chr17	gene	79485511	79486914	+	71.13	0.71	126.0	0.0	RP13-766D20.2
chr17	transcript	79485511	79486914	+	71.13	0.71	126.0	0.0	RP13-766D20.2
chr17	gene	79614708	79615672	+	71.06	0.81	98.0	0.0	TSPAN10
chr17	transcript	79614708	79615672	+	71.06	0.81	98.0	0.0	TSPAN10
chr17	gene	79672938	79673652	+	54.48	0.66	35.0	0.14722	MRPL12
chr17	transcript	79672938	79673652	+	54.48	0.66	35.0	0.14722	MRPL12
chr17	gene	79672938	79673652	+	54.48	0.66	35.0	0.14722	SLC25A10
chr17	transcript	79672938	79673652	+	54.48	0.66	35.0	0.14722	SLC25A10
chr17	gene	79673937	79674666	+	65.57	0.66	51.0	0.0	SLC25A10
chr17	transcript	79673937	79674666	+	65.57	0.66	51.0	0.0	SLC25A10
chr17	gene	79678723	79680322	+	70.11	0.78	152.0	0.01316	SLC25A10
chr17	transcript	79678723	79680322	+	70.11	0.78	152.0	0.01316	SLC25A10
chr17	gene	79901006	79901572	+	52.65	0.65	25.0	0.04	AC137723.5
chr17	transcript	79901006	79901572	+	52.65	0.65	25.0	0.04	AC137723.5
chr17	gene	79944511	79945338	+	65.78	0.67	57.0	0.05263	ASPSCR1
chr17	transcript	79944511	79945338	+	65.78	0.67	57.0	0.05263	ASPSCR1
chr17	gene	79947557	79948179	+	53.05	0.62	27.0	0.12646	ASPSCR1
chr17	transcript	79947557	79948179	+	53.05	0.62	27.0	0.12646	ASPSCR1
chr17	gene	80008794	80010781	+	73.23	0.79	208.0	0.01346	GPS1
chr17	gene	80188056	80189545	+	71.73	0.61	117.0	0.02066	SLC16A3
chr17	transcript	80188056	80189545	+	71.73	0.61	117.0	0.02066	SLC16A3
chr17	exon	80188056	80189545	+	71.73	0.61	117.0	0.02066	SLC16A3
chr17	gene	80195044	80196335	+	67.31	0.63	92.0	0.02174	SLC16A3
chr17	transcript	80195044	80196335	+	67.31	0.63	92.0	0.02174	SLC16A3
chr17	gene	80200577	80201633	+	59.66	0.62	58.0	0.0	SLC16A3
chr17	transcript	80200577	80201633	+	59.66	0.62	58.0	0.0	SLC16A3
chr17	gene	80202328	80202987	+	61.46	0.63	39.0	0.06838	SLC16A3
chr17	transcript	80202328	80202987	+	61.46	0.63	39.0	0.06838	SLC16A3
chr17	gene	80209181	80209850	+	54.41	0.77	38.0	0.0	SLC16A3
chr17	transcript	80209181	80209850	+	54.41	0.77	38.0	0.0	SLC16A3
chr17	gene	80211372	80213143	+	67.65	0.74	149.0	0.0	SLC16A3
chr17	transcript	80211372	80213143	+	67.65	0.74	149.0	0.0	SLC16A3
chr17	gene	80479071	80479768	+	53.8	0.78	39.0	0.0	FOXK2
chr17	transcript	80479071	80479768	+	53.8	0.78	39.0	0.0	FOXK2
chr17	gene	80533723	80534228	+	70.69	1.01	62.0	0.0	FOXK2
chr17	transcript	80533723	80534228	+	70.69	1.01	62.0	0.0	FOXK2
chr17	gene	80544958	80545659	+	56.92	0.76	43.0	0.02326	FOXK2
chr17	transcript	80544958	80545659	+	56.92	0.76	43.0	0.02326	FOXK2
chr17	gene	80564775	80565389	+	53.09	0.74	32.0	0.0	FOXK2
chr17	transcript	80564775	80565389	+	53.09	0.74	32.0	0.0	FOXK2
chr17	gene	80571138	80571702	+	63.83	0.63	36.0	0.02778	FOXK2
chr17	transcript	80571138	80571702	+	63.83	0.63	36.0	0.02778	FOXK2
chr17	gene	80681102	80681623	+	56.05	0.67	26.0	0.0	FN3KRP
chr17	transcript	80681102	80681623	+	56.05	0.67	26.0	0.0	FN3KRP
chr17	gene	80687380	80688203	+	64.88	0.61	52.0	0.0	FN3KRP
chr17	transcript	80687380	80688203	+	64.88	0.61	52.0	0.0	FN3KRP
chr17	gene	80735306	80735841	+	54.95	0.67	27.0	0.0	TBCD
chr17	transcript	80735306	80735841	+	54.95	0.67	27.0	0.0	TBCD
chr17	gene	80759292	80759958	+	68.17	1.13	73.0	0.0274	TBCD
chr17	transcript	80759292	80759958	+	68.17	1.13	73.0	0.0274	TBCD
chr17	gene	80765383	80765885	+	59.76	0.6	27.0	0.0	TBCD
chr17	transcript	80765383	80765885	+	59.76	0.6	27.0	0.0	TBCD
chr17	gene	80770070	80770713	+	60.03	0.6	35.0	0.0	TBCD
chr17	transcript	80770070	80770713	+	60.03	0.6	35.0	0.0	TBCD
chr17	gene	80786694	80787261	+	53.97	0.77	27.0	0.0	TBCD
chr17	transcript	80786694	80787261	+	53.97	0.77	27.0	0.0	TBCD
chr17	gene	80788199	80788739	+	66.85	0.62	37.0	0.0	TBCD
chr17	transcript	80788199	80788739	+	66.85	0.62	37.0	0.0	TBCD
chr17	gene	80797680	80798303	+	52.49	0.68	29.0	0.0	TBCD
chr17	transcript	80797680	80798303	+	52.49	0.68	29.0	0.0	TBCD
chr17	gene	80806588	80807218	+	61.43	0.69	34.0	0.0	TBCD
chr17	transcript	80806588	80807218	+	61.43	0.69	34.0	0.0	TBCD
chr17	gene	80828986	80830155	+	59.37	0.61	63.0	0.05952	TBCD
chr17	transcript	80828986	80830155	+	59.37	0.61	63.0	0.05952	TBCD
chr17	gene	80871118	80871860	+	60.65	0.73	49.0	0.0	TBCD
chr17	transcript	80871118	80871860	+	60.65	0.73	49.0	0.0	TBCD
chr17	gene	80886714	80887391	+	61.6	0.67	43.0	0.0	TBCD
chr17	transcript	80886714	80887391	+	61.6	0.67	43.0	0.0	TBCD
chr17	gene	80887915	80888889	+	62.73	0.66	63.0	0.02646	TBCD
chr17	transcript	80887915	80888889	+	62.73	0.66	63.0	0.02646	TBCD
chr17	gene	80889047	80889812	+	60.26	0.62	43.0	0.09302	TBCD
chr17	transcript	80889047	80889812	+	60.26	0.62	43.0	0.09302	TBCD
chr17	gene	81042456	81043245	+	65.78	0.66	55.0	0.0	METRNL
chr17	transcript	81042456	81043245	+	65.78	0.66	55.0	0.0	METRNL
chr17	gene	81051901	81052473	+	67.31	0.68	44.0	0.04545	METRNL
chr17	transcript	81051901	81052473	+	67.31	0.68	44.0	0.04545	METRNL
chr17	gene	81099730	81101266	+	67.84	0.62	108.0	0.01852	AC139099.4
chr17	transcript	81099730	81101266	+	67.84	0.62	108.0	0.01852	AC139099.4
chr17	gene	81120120	81121087	+	71.98	0.65	50.0	0.0	AC139099.4
chr17	transcript	81120120	81121087	+	71.98	0.65	50.0	0.0	AC139099.4
chr17	gene	81162890	81165625	+	62.05	0.95	249.0	0.00636	AC139099.6
chr17	transcript	81162890	81165625	+	62.05	0.95	249.0	0.00636	AC139099.6
chr18	gene	11668	12587	+	72.25	0.64	77.0	0.0	AP005530.1
chr18	transcript	11668	12587	+	72.25	0.64	77.0	0.0	AP005530.1
chr18	gene	111676	112530	+	72.83	0.74	83.0	0.0	ROCK1P1
chr18	transcript	111676	112530	+	72.83	0.74	83.0	0.0	ROCK1P1
chr18	gene	908799	909720	+	58.09	0.89	69.0	0.25601	ADCYAP1
chr18	transcript	908799	909720	+	58.09	0.89	69.0	0.25601	ADCYAP1
chr18	gene	1098063	1098666	+	73.3	0.63	51.0	0.37582	RP11-78F17.1
chr18	transcript	1098063	1098666	+	73.3	0.63	51.0	0.37582	RP11-78F17.1
chr18	gene	1521704	1522222	+	59.27	0.64	29.0	0.22414	RP11-476K15.1
chr18	transcript	1521704	1522222	+	59.27	0.64	29.0	0.22414	RP11-476K15.1
chr18	gene	2905659	2907474	+	68.15	0.83	173.0	0.14347	EMILIN2
chr18	transcript	2905659	2907474	+	68.15	0.83	173.0	0.14347	EMILIN2
chr18	gene	3214274	3215171	+	57.3	0.7	51.0	0.34856	RP13-270P17.2
chr18	transcript	3214274	3215171	+	57.3	0.7	51.0	0.34856	RP13-270P17.2
chr18	gene	3224701	3225314	+	52.2	0.61	25.0	0.80321	RP13-270P17.2
chr18	transcript	3224701	3225314	+	52.2	0.61	25.0	0.80321	RP13-270P17.2
chr18	gene	3246534	3247122	+	50.51	0.72	27.0	0.27066	RP13-270P17.2
chr18	transcript	3246534	3247122	+	50.51	0.72	27.0	0.27066	RP13-270P17.2
chr18	exon	3246534	3247122	+	50.51	0.72	27.0	0.27066	RP13-270P17.2
chr18	gene	3247654	3248427	+	59.25	0.8	54.0	0.26989	MYL12A
chr18	transcript	3247654	3248427	+	59.25	0.8	54.0	0.26989	MYL12A
chr18	gene	3428454	3429080	+	51.92	0.6	25.0	0.66667	TGIF1
chr18	transcript	3428454	3429080	+	51.92	0.6	25.0	0.66667	TGIF1
chr18	gene	3447385	3449117	+	53.46	0.75	93.0	0.1544	TGIF1
chr18	transcript	3447385	3449117	+	53.46	0.75	93.0	0.1544	TGIF1
chr18	gene	3449249	3451081	+	65.78	0.88	173.0	0.10717	TGIF1
chr18	transcript	3449249	3451081	+	65.78	0.88	173.0	0.10717	TGIF1
chr18	gene	3451196	3452759	+	61.42	0.71	104.0	0.15592	TGIF1
chr18	transcript	3451196	3452759	+	61.42	0.71	104.0	0.15592	TGIF1
chr18	gene	3453300	3453911	+	51.23	0.67	27.0	0.42469	TGIF1
chr18	transcript	3453300	3453911	+	51.23	0.67	27.0	0.42469	TGIF1
chr18	gene	3879131	3880170	+	66.51	0.71	80.0	0.0	DLGAP1-AS3
chr18	transcript	3879131	3880170	+	66.51	0.71	80.0	0.0	DLGAP1-AS3
chr18	gene	5237724	5238892	+	64.13	0.91	109.0	0.0945	LINC00667
chr18	gene	5890293	5892067	+	71.98	0.84	192.0	0.10764	RP11-945C19.4
chr18	transcript	5890293	5892067	+	71.98	0.84	192.0	0.10764	RP11-945C19.4
chr18	gene	5894867	5896311	+	74.24	0.85	168.0	0.15966	RP11-945C19.4
chr18	transcript	5894867	5896311	+	74.24	0.85	168.0	0.15966	RP11-945C19.4
chr18	gene	8367242	8367748	+	66.4	0.83	46.0	0.17314	PTPRM
chr18	transcript	8367242	8367748	+	66.4	0.83	46.0	0.17314	PTPRM
chr18	gene	8784784	8785645	+	58.42	0.65	48.0	0.26042	SOGA2
chr18	transcript	8784784	8785645	+	58.42	0.65	48.0	0.26042	SOGA2
chr18	gene	9135899	9137595	+	72.05	0.96	211.0	0.12937	RP11-21J18.1
chr18	transcript	9135899	9137595	+	72.05	0.96	211.0	0.12937	RP11-21J18.1
chr18	gene	9385937	9386440	+	52.88	0.6	21.0	0.22156	TWSG1
chr18	transcript	9385937	9386440	+	52.88	0.6	21.0	0.22156	TWSG1
chr18	gene	9478365	9478921	+	61.87	0.79	42.0	0.16667	RALBP1
chr18	transcript	9478365	9478921	+	61.87	0.79	42.0	0.16667	RALBP1
chr18	gene	9535598	9536127	+	58.6	0.73	33.0	0.10354	RALBP1
chr18	transcript	9535598	9536127	+	58.6	0.73	33.0	0.10354	RALBP1
chr18	gene	10131790	10132302	+	65.23	0.76	41.0	0.14634	RP11-419J16.1
chr18	transcript	10131790	10132302	+	65.23	0.76	41.0	0.14634	RP11-419J16.1
chr18	gene	11750736	11752982	+	63.89	0.8	182.0	0.02674	GNAL
chr18	transcript	11750736	11752982	+	63.89	0.8	182.0	0.02674	GNAL
chr18	gene	11821432	11822477	+	58.18	0.65	57.0	0.23563	GNAL
chr18	transcript	11821432	11822477	+	58.18	0.65	57.0	0.23563	GNAL
chr18	gene	11850894	11852123	+	54.6	0.92	84.0	0.125	GNAL
chr18	transcript	11850894	11852123	+	54.6	0.92	84.0	0.125	GNAL
chr18	gene	11880749	11881668	+	57.02	0.61	45.0	0.14864	GNAL
chr18	transcript	11880749	11881668	+	57.02	0.61	45.0	0.14864	GNAL
chr18	gene	12207966	12208531	+	59.12	0.77	38.0	0.21423	RP11-64C12.3
chr18	transcript	12207966	12208531	+	59.12	0.77	38.0	0.21423	RP11-64C12.3
chr18	gene	12270936	12272120	+	61.49	0.61	68.0	0.22113	CIDEA
chr18	transcript	12270936	12272120	+	61.49	0.61	68.0	0.22113	CIDEA
chr18	gene	12324894	12326168	+	61.7	0.74	90.0	0.0521	TUBB6
chr18	transcript	12324894	12326168	+	61.7	0.74	90.0	0.0521	TUBB6
chr18	gene	12420136	12421135	+	70.47	0.69	86.0	0.06977	SLMO1
chr18	transcript	12420136	12421135	+	70.47	0.69	86.0	0.06977	SLMO1
chr18	gene	12664077	12664582	+	52.48	0.61	21.0	0.0	PSMG2
chr18	transcript	12664077	12664582	+	52.48	0.61	21.0	0.0	PSMG2
chr18	gene	12701526	12703662	+	56.93	0.93	160.0	0.04375	PSMG2
chr18	transcript	12701526	12703662	+	56.93	0.93	160.0	0.04375	PSMG2
chr18	gene	12708649	12709396	+	51.67	0.64	32.0	0.04063	PSMG2
chr18	transcript	12708649	12709396	+	51.67	0.64	32.0	0.04063	PSMG2
chr18	gene	13231131	13231715	+	51.37	0.72	27.0	0.0	LDLRAD4
chr18	transcript	13231131	13231715	+	51.37	0.72	27.0	0.0	LDLRAD4
chr18	gene	13261824	13263308	+	66.64	0.75	117.0	0.0	LDLRAD4
chr18	transcript	13261824	13263308	+	66.64	0.75	117.0	0.0	LDLRAD4
chr18	gene	13325482	13326063	+	57.66	0.64	30.0	0.06111	LDLRAD4
chr18	transcript	13325482	13326063	+	57.66	0.64	30.0	0.06111	LDLRAD4
chr18	gene	13404133	13405070	+	54.64	0.68	47.0	0.06383	LDLRAD4
chr18	transcript	13404133	13405070	+	54.64	0.68	47.0	0.06383	LDLRAD4
chr18	gene	13447800	13448888	+	50.74	0.62	41.0	0.14634	LDLRAD4
chr18	transcript	13447800	13448888	+	50.74	0.62	41.0	0.14634	LDLRAD4
chr18	gene	13497805	13499866	+	57.21	0.71	109.0	0.0	LDLRAD4
chr18	transcript	13497805	13499866	+	57.21	0.71	109.0	0.0	LDLRAD4
chr18	gene	13621116	13621889	+	61.71	0.63	46.0	0.0	LDLRAD4
chr18	transcript	13621116	13621889	+	61.71	0.63	46.0	0.0	LDLRAD4
chr18	gene	13641529	13642416	+	70.46	0.78	86.0	0.0	LDLRAD4
chr18	transcript	13641529	13642416	+	70.46	0.78	86.0	0.0	LDLRAD4
chr18	gene	13642869	13643518	+	57.63	0.65	35.0	0.0	LDLRAD4
chr18	transcript	13642869	13643518	+	57.63	0.65	35.0	0.0	LDLRAD4
chr18	gene	13825986	13826524	+	58.74	0.69	32.0	0.23491	MC5R
chr18	transcript	13825986	13826524	+	58.74	0.69	32.0	0.23491	MC5R
chr18	exon	13825986	13826524	+	58.74	0.69	32.0	0.23491	MC5R
chr18	CDS	13825986	13826524	+	58.74	0.69	32.0	0.23491	MC5R
chr18	gene	14746679	14748835	+	62.34	0.62	130.0	0.2685	ANKRD30B
chr18	transcript	14746679	14748835	+	62.34	0.62	130.0	0.2685	ANKRD30B
chr18	gene	18927606	18928199	+	53.79	0.65	27.0	0.0	GREB1L
chr18	transcript	18927606	18928199	+	53.79	0.65	27.0	0.0	GREB1L
chr18	gene	18960787	18961349	+	56.23	0.64	28.0	0.01786	GREB1L
chr18	transcript	18960787	18961349	+	56.23	0.64	28.0	0.01786	GREB1L
chr18	gene	18977173	18977678	+	54.65	0.7	26.0	0.06154	GREB1L
chr18	transcript	18977173	18977678	+	54.65	0.7	26.0	0.06154	GREB1L
chr18	gene	19320410	19322070	+	68.8	0.86	168.0	0.06278	MIB1
chr18	transcript	19320410	19322070	+	68.8	0.86	168.0	0.06278	MIB1
chr18	gene	19330215	19330722	+	53.06	0.62	22.0	0.0	MIB1
chr18	transcript	19330215	19330722	+	53.06	0.62	22.0	0.0	MIB1
chr18	gene	19581864	19582368	+	56.15	0.65	26.0	0.10989	RP11-595B24.1
chr18	transcript	19581864	19582368	+	56.15	0.65	26.0	0.10989	RP11-595B24.1
chr18	gene	19756461	19757357	+	66.29	0.76	75.0	0.01333	GATA6
chr18	transcript	19756461	19757357	+	66.29	0.76	75.0	0.01333	GATA6
chr18	gene	19780465	19781022	+	61.76	0.68	36.0	0.0	GATA6
chr18	transcript	19780465	19781022	+	61.76	0.68	36.0	0.0	GATA6
chr18	gene	20512644	20514382	+	54.55	0.94	121.0	0.03967	RBBP8
chr18	transcript	20512644	20514382	+	54.55	0.94	121.0	0.03967	RBBP8
chr18	gene	20573944	20574606	+	52.87	0.74	34.0	0.0	RBBP8
chr18	transcript	20573944	20574606	+	52.87	0.74	34.0	0.0	RBBP8
chr18	gene	20714762	20717072	+	70.69	0.96	275.0	0.07865	CABLES1
chr18	transcript	20714762	20717072	+	70.69	0.96	275.0	0.07865	CABLES1
chr18	gene	21032967	21033825	+	63.29	0.69	59.0	0.08101	RIOK3
chr18	transcript	21032967	21033825	+	63.29	0.69	59.0	0.08101	RIOK3
chr18	gene	21035058	21035599	+	54.34	0.71	28.0	0.0	RIOK3
chr18	transcript	21035058	21035599	+	54.34	0.71	28.0	0.0	RIOK3
chr18	gene	21593979	21595538	+	71.26	0.87	172.0	0.07627	TTC39C
chr18	transcript	21593979	21595538	+	71.26	0.87	172.0	0.07627	TTC39C
chr18	gene	23749525	23750109	+	51.2	0.6	23.0	0.10725	PSMA8
chr18	transcript	23749525	23750109	+	51.2	0.6	23.0	0.10725	PSMA8
chr18	gene	23751170	23751694	+	51.72	0.81	28.0	0.03074	PSMA8
chr18	transcript	23751170	23751694	+	51.72	0.81	28.0	0.03074	PSMA8
chr18	gene	23805965	23807338	+	64.09	0.91	128.0	0.00573	TAF4B
chr18	transcript	23805965	23807338	+	64.09	0.91	128.0	0.00573	TAF4B
chr18	gene	24236463	24237262	+	77.85	0.95	114.0	0.0297	AQP4-AS1
chr18	transcript	24236463	24237262	+	77.85	0.95	114.0	0.0297	AQP4-AS1
chr18	gene	24408812	24409917	+	54.75	0.6	50.0	0.201	AQP4-AS1
chr18	transcript	24408812	24409917	+	54.75	0.6	50.0	0.201	AQP4-AS1
chr18	gene	24443145	24443731	+	66.55	0.6	39.0	0.04615	AQP4-AS1
chr18	transcript	24443145	24443731	+	66.55	0.6	39.0	0.04615	AQP4-AS1
chr18	gene	24764446	24765673	+	67.4	0.7	93.0	0.09766	AQP4-AS1
chr18	transcript	24764446	24765673	+	67.4	0.7	93.0	0.09766	AQP4-AS1
chr18	gene	28990755	28991442	+	56.48	0.66	36.0	0.23097	DSG4
chr18	transcript	28990755	28991442	+	56.48	0.66	36.0	0.23097	DSG4
chr18	gene	29598567	29599513	+	66.07	0.78	80.0	0.05716	RNF125
chr18	transcript	29598567	29599513	+	66.07	0.78	80.0	0.05716	RNF125
chr18	gene	29660602	29661115	+	51.46	0.78	26.0	0.11538	RP11-53I6.2
chr18	transcript	29660602	29661115	+	51.46	0.78	26.0	0.11538	RP11-53I6.2
chr18	gene	29671758	29673528	+	69.66	0.86	185.0	0.04483	RP11-53I6.2
chr18	transcript	29671758	29673528	+	69.66	0.86	185.0	0.04483	RP11-53I6.2
chr18	gene	29680460	29681102	+	50.16	0.6	24.0	0.2125	RP11-53I6.2
chr18	transcript	29680460	29681102	+	50.16	0.6	24.0	0.2125	RP11-53I6.2
chr18	gene	29680460	29681102	+	50.16	0.6	24.0	0.2125	RNF138
chr18	transcript	29680460	29681102	+	50.16	0.6	24.0	0.2125	RNF138
chr18	gene	32621050	32621853	+	61.27	0.77	57.0	0.12281	MAPRE2
chr18	transcript	32621050	32621853	+	61.27	0.77	57.0	0.12281	MAPRE2
chr18	gene	34219216	34219753	+	57.36	0.65	28.0	0.01786	FHOD3
chr18	transcript	34219216	34219753	+	57.36	0.65	28.0	0.01786	FHOD3
chr18	gene	34854198	34855679	+	67.66	0.71	120.0	0.0	RP11-797E24.3
chr18	transcript	34854198	34855679	+	67.66	0.71	120.0	0.0	RP11-797E24.3
chr18	gene	42324296	42325097	+	61.05	0.67	50.0	0.09743	SETBP1
chr18	transcript	42324296	42325097	+	61.05	0.67	50.0	0.09743	SETBP1
chr18	gene	42531834	42532362	+	51.33	0.7	24.0	0.0	SETBP1
chr18	transcript	42531834	42532362	+	51.33	0.7	24.0	0.0	SETBP1
chr18	exon	42531834	42532362	+	51.33	0.7	24.0	0.0	SETBP1
chr18	CDS	42531834	42532362	+	51.33	0.7	24.0	0.0	SETBP1
chr18	gene	42643039	42644037	+	64.73	0.63	66.0	0.01515	SETBP1
chr18	transcript	42643039	42644037	+	64.73	0.63	66.0	0.01515	SETBP1
chr18	gene	43417082	43417971	+	69.63	0.84	90.0	0.01032	SIGLEC15
chr18	transcript	43417082	43417971	+	69.63	0.84	90.0	0.01032	SIGLEC15
chr18	gene	43418530	43419503	+	64.44	0.73	73.0	0.13151	SIGLEC15
chr18	transcript	43418530	43419503	+	64.44	0.73	73.0	0.13151	SIGLEC15
chr18	gene	43766913	43767604	+	51.81	0.63	29.0	0.55164	C18orf25
chr18	transcript	43766913	43767604	+	51.81	0.63	29.0	0.55164	C18orf25
chr18	gene	43913346	43914704	+	68.85	0.95	152.0	0.14803	RNF165
chr18	transcript	43913346	43914704	+	68.85	0.95	152.0	0.14803	RNF165
chr18	gene	44021577	44022122	+	58.53	0.8	37.0	0.10474	RNF165
chr18	transcript	44021577	44022122	+	58.53	0.8	37.0	0.10474	RNF165
chr18	gene	44526425	44527168	+	50.87	0.82	39.0	0.0	KATNAL2
chr18	transcript	44526425	44527168	+	50.87	0.82	39.0	0.0	KATNAL2
chr18	gene	44542606	44544830	+	64.88	0.77	180.0	0.10198	KATNAL2
chr18	transcript	44542606	44544830	+	64.88	0.77	180.0	0.10198	KATNAL2
chr18	gene	44546308	44547262	+	53.46	0.65	43.0	0.04651	KATNAL2
chr18	transcript	44546308	44547262	+	53.46	0.65	43.0	0.04651	KATNAL2
chr18	gene	44548533	44550757	+	64.88	0.77	180.0	0.05833	KATNAL2
chr18	transcript	44548533	44550757	+	64.88	0.77	180.0	0.05833	KATNAL2
chr18	gene	44552231	44553185	+	53.56	0.64	43.0	0.09302	KATNAL2
chr18	transcript	44552231	44553185	+	53.56	0.64	43.0	0.09302	KATNAL2
chr18	gene	44554448	44556672	+	64.93	0.77	180.0	0.09917	KATNAL2
chr18	transcript	44554448	44556672	+	64.93	0.77	180.0	0.09917	KATNAL2
chr18	gene	44559301	44560807	+	56.77	0.63	76.0	0.0943	KATNAL2
chr18	transcript	44559301	44560807	+	56.77	0.63	76.0	0.0943	KATNAL2
chr18	gene	44560932	44561862	+	64.84	0.7	68.0	0.05408	KATNAL2
chr18	transcript	44560932	44561862	+	64.84	0.7	68.0	0.05408	KATNAL2
chr18	gene	45058066	45058683	+	59.64	0.64	35.0	0.22838	CTD-2130O13.1
chr18	transcript	45058066	45058683	+	59.64	0.64	35.0	0.22838	CTD-2130O13.1
chr18	gene	45058066	45058683	+	59.64	0.64	35.0	0.22838	RP11-157P23.2
chr18	transcript	45058066	45058683	+	59.64	0.64	35.0	0.22838	RP11-157P23.2
chr18	gene	46065534	46068035	+	68.57	0.83	242.0	0.05526	CTIF
chr18	transcript	46065534	46068035	+	68.57	0.83	242.0	0.05526	CTIF
chr18	gene	46287719	46288233	+	58.37	0.71	31.0	0.03226	CTIF
chr18	transcript	46287719	46288233	+	58.37	0.71	31.0	0.03226	CTIF
chr18	gene	48190111	48190896	+	58.98	0.64	44.0	0.28523	MAPK4
chr18	transcript	48190111	48190896	+	58.98	0.64	44.0	0.28523	MAPK4
chr18	gene	48255142	48256360	+	65.02	0.79	102.0	0.01961	MAPK4
chr18	transcript	48255142	48256360	+	65.02	0.79	102.0	0.01961	MAPK4
chr18	gene	48555638	48557334	+	63.33	0.94	160.0	0.05	RP11-729L2.2
chr18	transcript	48555638	48557334	+	63.33	0.94	160.0	0.05	RP11-729L2.2
chr18	gene	48555638	48557334	+	63.33	0.94	160.0	0.05	SMAD4
chr18	transcript	48555638	48557334	+	63.33	0.94	160.0	0.05	SMAD4
chr18	gene	49868086	49868991	+	58.67	0.68	53.0	0.08262	DCC
chr18	transcript	49868086	49868991	+	58.67	0.68	53.0	0.08262	DCC
chr18	gene	52495266	52496142	+	57.99	0.63	46.0	0.04348	RAB27B
chr18	transcript	52495266	52496142	+	57.99	0.63	46.0	0.04348	RAB27B
chr18	gene	53446528	53447898	+	59.34	0.89	107.0	0.13988	RP11-397A16.1
chr18	transcript	53446528	53447898	+	59.34	0.89	107.0	0.13988	RP11-397A16.1
chr18	gene	55019669	55021170	+	65.16	0.77	122.0	0.06749	ST8SIA3
chr18	transcript	55019669	55021170	+	65.16	0.77	122.0	0.06749	ST8SIA3
chr18	gene	55104760	55106628	+	58.62	0.75	120.0	0.06516	ONECUT2
chr18	transcript	55104760	55106628	+	58.62	0.75	120.0	0.06516	ONECUT2
chr18	gene	55106831	55108353	+	62.55	0.73	109.0	0.06779	ONECUT2
chr18	transcript	55106831	55108353	+	62.55	0.73	109.0	0.06779	ONECUT2
chr18	gene	55108491	55109256	+	62.09	0.84	60.0	0.0213	ONECUT2
chr18	transcript	55108491	55109256	+	62.09	0.84	60.0	0.0213	ONECUT2
chr18	gene	55309186	55310132	+	55.29	0.97	68.0	0.24082	RP11-35G9.3
chr18	transcript	55309186	55310132	+	55.29	0.97	68.0	0.24082	RP11-35G9.3
chr18	gene	55309186	55310132	+	55.29	0.97	68.0	0.24082	RP11-35G9.5
chr18	transcript	55309186	55310132	+	55.29	0.97	68.0	0.24082	RP11-35G9.5
chr18	gene	55801377	55801905	+	53.6	0.85	32.0	0.04688	NEDD4L
chr18	transcript	55801377	55801905	+	53.6	0.85	32.0	0.04688	NEDD4L
chr18	gene	55922618	55924182	+	63.55	0.74	117.0	0.0482	NEDD4L
